ClienteNo;Cidade;Idade;Sexo;EstadoCivil;NumeroFilhos;Escolaridade;Ocupacao;AreaAtuacao;NivelGerencial;TipoResidencia;CondicaoResidencia;ValorImovel;NoAutomoveis;Computador;PrimeiraCompra
1216;4;43;2;2;0;3;3;3;3;2;2;2;0;2;27,48
1217;7;22;2;1;1;1;7;0;2;2;1;1;0;2;109,25
1218;9;29;1;1;0;1;1;2;2;2;1;2;1;2;91,08
1219;8;24;1;1;0;1;5;5;2;1;1;2;0;2;92,63
1220;4;23;1;1;0;1;4;2;2;2;1;1;0;2;89,36
1221;5;40;2;3;0;3;3;5;4;3;2;3;2;1;29,63
1222;8;49;2;3;0;2;3;4;3;3;2;2;1;2;42,83
1223;10;24;2;1;0;2;7;0;2;1;2;1;0;2;78,86
1224;8;37;2;1;2;3;2;2;3;2;2;1;1;2;76,46
1225;3;26;1;1;0;2;3;2;2;2;1;1;1;1;86,88
1226;9;43;2;4;2;3;3;9;4;2;2;3;2;2;31,52
1227;9;42;2;2;3;3;2;4;5;3;4;3;2;2;28,8
1228;5;39;2;2;1;3;3;4;3;2;2;2;1;2;60,28
1229;2;29;1;1;0;2;7;0;2;2;2;1;0;1;81,73
1230;6;48;2;1;0;3;5;2;4;2;3;2;1;2;49,81
1231;2;44;2;3;2;3;2;3;5;3;3;3;1;2;44,62
1232;5;46;1;3;0;2;1;1;4;3;2;3;1;2;38,41
1233;5;33;2;2;1;3;3;5;3;3;2;3;0;2;71,53
1234;4;50;2;2;0;3;4;8;4;2;3;2;1;2;47,99
1235;4;39;2;1;0;2;7;0;2;2;2;2;0;2;68,05
1236;6;44;2;3;2;3;3;3;4;3;2;3;1;1;48,27
1237;3;30;1;1;1;2;1;6;2;1;2;1;0;2;98,48
1238;8;40;2;1;0;2;3;3;3;2;2;2;1;2;82,83
1239;2;55;2;3;0;3;3;6;4;2;2;2;1;1;36,25
1240;9;55;1;4;0;3;4;1;7;3;3;4;2;1;14,94
1241;4;56;1;3;0;4;4;1;7;3;3;4;3;2;20,05
1242;6;25;2;1;2;0;1;2;2;1;1;1;0;1;118,96
1243;5;30;2;1;2;2;3;1;2;2;2;2;0;2;74,84
1244;8;41;2;3;0;3;6;4;4;3;2;3;1;1;38,11
1245;3;39;2;1;2;3;2;9;3;2;2;2;1;1;59,49
1246;4;41;2;3;0;3;6;6;3;3;3;3;1;1;45,31
1247;9;36;2;2;0;3;3;2;3;3;2;3;1;2;74,01
1248;3;47;2;3;2;2;3;6;4;3;2;3;1;2;30,68
1249;5;25;2;1;0;0;7;0;2;2;1;1;0;2;112,82
1250;10;32;2;1;2;0;3;7;2;1;2;2;0;1;88,85
1251;4;48;1;3;0;3;3;8;5;2;3;3;1;1;27,69
1252;8;42;1;3;0;3;2;6;4;3;3;3;1;2;41,36
1253;5;36;1;1;1;2;4;9;3;3;2;2;1;2;52,87
1254;9;58;2;3;0;3;4;3;6;3;3;4;1;1;23,75
1255;7;40;2;3;0;3;3;2;5;3;3;3;2;1;29,31
1256;4;27;2;1;0;2;1;8;3;2;2;2;0;2;65,42
1257;4;49;2;3;0;3;1;9;4;3;3;3;2;2;30,31
1258;10;48;2;2;0;3;6;5;4;2;2;2;1;2;54,11
1259;9;44;2;3;0;2;3;8;3;2;2;2;1;2;42,45
1260;4;29;1;1;0;2;7;0;2;2;2;1;1;2;55,19
1261;9;29;2;1;2;2;4;5;2;2;2;1;0;2;71,68
1262;4;53;1;4;0;4;4;3;7;3;4;4;2;1;7,78
1263;4;48;2;3;0;3;3;2;3;2;2;2;0;1;51,52
1264;2;35;2;1;0;2;3;9;3;2;2;2;1;2;30,26
1265;2;49;2;2;0;3;3;8;3;3;2;3;0;2;66,68
1266;3;26;1;1;2;1;5;0;2;1;1;1;0;2;90,17
1267;7;26;2;1;0;1;5;2;2;2;2;1;0;2;92,03
1268;6;25;2;1;0;2;4;8;2;2;2;2;0;1;84,83
1269;9;54;2;4;0;3;4;1;7;3;4;5;3;2;9,26
1270;2;39;2;2;0;3;3;3;3;2;2;2;1;2;64,13
1271;3;26;1;1;2;1;6;8;2;1;2;1;0;2;75,67
1272;7;35;2;1;1;3;6;2;3;2;2;2;0;1;63,92
1273;7;31;2;1;2;1;1;6;2;2;2;2;0;2;67,89
1274;9;56;2;3;1;4;3;6;6;3;4;3;1;2;22,15
1275;4;34;2;1;1;3;3;4;2;2;2;1;0;2;86,71
1276;8;61;2;3;2;3;3;7;6;3;3;3;2;2;19,97
1277;5;30;2;1;0;2;7;0;2;2;2;1;0;2;103,41
1278;6;28;2;1;0;2;1;7;2;1;2;2;0;2;82,02
1279;4;42;2;2;0;3;3;3;3;2;2;2;0;2;47,09
1280;9;43;1;4;1;4;3;5;5;3;3;4;2;2;19,52
1281;9;60;1;4;0;4;4;7;7;3;4;5;3;2;0
1282;4;28;2;1;2;1;5;9;2;1;2;1;0;2;82,99
1283;5;58;2;4;2;3;6;2;6;3;3;4;3;2;16,12
1284;9;49;2;3;0;3;3;3;6;3;3;3;2;2;20,36
1285;10;39;2;3;0;3;3;6;3;2;2;2;1;2;48,33
1286;5;40;2;3;4;4;3;7;5;2;2;3;1;1;38,22
1287;4;34;2;1;0;2;2;2;2;2;1;2;0;2;92,91
1288;2;63;2;4;0;4;4;9;7;3;4;5;3;2;15,37
1289;9;36;2;1;0;3;2;2;2;2;2;2;0;2;92,21
1290;8;30;1;1;0;2;7;0;2;2;1;2;0;2;55,98
1291;9;54;2;2;0;3;3;9;4;3;2;3;1;2;39,67
1292;9;58;2;4;0;3;4;7;7;3;4;4;2;2;10,46
1293;9;36;2;2;2;2;1;3;3;2;2;2;1;2;73,69
1294;9;32;1;1;0;2;6;7;3;2;2;2;1;2;73,3
1295;9;59;2;3;0;4;3;1;6;3;3;4;1;2;20,53
1296;10;33;2;3;1;3;3;1;4;2;2;3;1;2;33,45
1297;6;48;2;3;0;3;3;5;5;2;3;5;1;2;26,93
1298;8;35;1;1;0;3;4;2;3;2;1;2;0;2;86,93
1299;2;40;2;2;0;2;2;6;3;2;2;2;1;2;56,04
1300;5;41;2;3;0;3;5;4;3;2;3;2;1;1;39,92
1301;10;32;2;1;0;3;3;9;3;3;2;2;1;2;55,36
1302;8;28;2;1;4;2;6;6;3;2;2;2;0;2;54,97
1303;7;26;1;1;0;2;4;6;2;2;2;2;0;1;88,53
1304;7;33;2;1;1;2;4;5;2;2;2;2;0;2;74,82
1305;7;26;1;1;3;1;1;7;2;2;1;1;0;2;88,1
1306;2;41;2;1;2;3;6;6;4;2;3;3;1;2;49,91
1307;2;47;2;3;0;4;6;1;5;3;3;4;2;2;25,09
1308;5;35;2;1;0;3;2;3;3;3;3;1;1;2;73,77
1309;4;36;2;1;1;2;3;4;3;2;2;2;1;2;43,03
1310;6;48;2;3;0;3;4;7;7;3;3;3;2;2;18,29
1311;7;27;1;1;0;3;7;0;2;1;1;2;0;1;83,28
1312;5;51;2;3;0;3;3;8;4;3;3;3;1;2;32,87
1313;10;46;2;2;2;3;2;4;3;3;2;3;1;2;80,25
1314;4;35;1;1;4;3;4;7;3;2;2;2;0;2;51,36
1315;7;37;2;3;0;2;6;1;3;3;2;2;1;2;51,66
1316;4;34;2;1;1;2;5;7;2;2;2;2;1;2;58,35
1317;9;45;2;1;0;3;0;9;4;3;2;2;1;2;36,9
1318;5;34;2;1;0;3;7;0;2;2;2;2;0;2;84,93
1319;4;37;2;3;4;3;1;6;4;2;2;2;1;2;50,03
1320;6;59;1;3;0;4;4;3;6;3;3;4;1;2;26,52
1321;3;27;2;1;0;3;7;0;2;2;2;2;1;2;93,43
1322;5;54;2;3;2;3;4;5;4;2;3;2;1;2;32,47
1323;7;43;2;3;0;3;6;3;4;2;3;3;1;2;24,16
1324;8;42;1;3;0;3;5;6;3;2;2;2;0;2;72,81
1325;7;56;1;3;0;4;3;4;6;3;4;5;3;2;11,58
1326;3;44;2;3;0;3;3;2;4;3;2;2;1;2;46,34
1327;2;30;2;1;0;2;4;1;2;2;2;1;0;2;85,17
1328;8;28;2;1;0;2;0;8;2;1;2;1;0;2;112,26
1329;9;47;1;1;0;3;3;4;5;3;3;3;1;2;59,52
1330;9;39;1;1;1;3;3;5;3;3;2;3;1;2;29,84
1331;5;29;1;1;0;2;0;5;2;2;1;1;0;2;71,72
1332;8;41;2;3;0;3;2;8;4;2;2;2;2;1;22,32
1333;9;52;2;3;0;3;3;4;5;3;3;3;1;2;35,16
1334;4;42;1;1;0;3;4;0;4;3;2;2;1;2;58,86
1335;9;52;2;3;0;3;2;7;4;2;3;3;1;2;39,37
1336;4;36;2;2;0;2;7;0;2;2;1;1;0;2;72,65
1337;9;40;1;2;0;3;4;1;4;2;2;2;1;2;46,17
1338;7;39;2;3;0;3;3;8;4;3;3;2;1;1;36,04
1339;3;29;2;1;0;2;3;1;3;2;2;2;1;2;70,49
1340;9;41;2;1;0;2;6;1;2;2;2;2;0;2;58,2
1341;4;30;2;1;1;2;3;1;2;2;2;1;1;2;73,72
1342;2;49;2;3;0;4;4;8;6;3;4;3;3;2;0
1343;4;39;2;2;2;3;6;5;3;2;2;2;1;2;47,58
1344;5;41;2;1;0;3;1;4;3;2;3;2;1;2;55,6
1345;7;55;2;3;0;4;4;8;7;3;4;4;2;2;7,55
1346;6;44;2;4;0;3;5;0;6;3;3;4;2;2;8,23
1347;2;30;2;1;0;3;2;6;2;2;2;1;1;2;55,23
1348;5;56;2;4;1;4;1;1;6;3;3;4;3;2;31,26
1349;4;38;2;1;0;3;6;5;3;2;2;2;0;2;62,59
1350;2;32;1;1;0;2;4;7;2;2;1;2;0;1;79,67
1351;9;40;2;3;0;3;6;0;3;2;2;2;1;2;52,51
1352;5;51;2;3;3;3;4;6;5;2;3;3;2;2;31,7
1353;4;33;2;1;0;2;6;8;3;2;2;4;1;1;74,91
1354;7;49;1;3;0;4;3;8;6;3;2;4;2;2;22,96
1355;9;31;2;1;0;2;3;3;3;2;2;1;0;1;31,56
1356;4;50;1;3;0;3;2;1;4;3;2;3;2;2;33,39
1357;5;36;1;3;0;3;3;8;3;2;2;2;1;2;54,71
1358;5;41;2;3;0;2;2;4;4;2;2;3;1;2;67,07
1359;2;42;2;1;0;3;3;7;3;2;2;2;2;2;68,54
1360;8;50;1;3;0;3;3;2;6;3;2;3;1;2;13,77
1361;4;32;2;1;2;2;2;6;2;2;2;2;0;2;80,99
1362;6;29;2;1;0;2;6;6;2;1;2;2;0;2;99,02
1363;7;27;2;1;0;2;4;8;2;2;2;1;1;2;70,6
1364;4;31;2;1;4;3;3;9;2;3;2;2;1;2;100,08
1365;4;49;1;3;0;2;3;8;5;2;3;2;1;1;22,52
1366;8;25;2;1;0;2;1;5;2;2;2;2;0;2;76,93
1367;5;31;1;1;0;2;3;7;3;2;2;2;1;2;49,55
1368;5;41;2;1;0;3;3;0;2;2;2;2;0;2;81,11
1369;5;32;1;2;0;2;3;4;3;2;2;2;1;2;41,98
1370;6;39;1;3;2;3;5;6;4;2;3;3;2;2;44,59
1371;7;20;1;1;0;0;6;8;2;1;1;1;0;2;107,7
1372;6;38;2;2;0;3;4;5;4;2;2;3;2;1;34,57
1373;3;42;2;3;1;3;5;1;5;3;3;3;1;2;21,47
1374;6;38;1;3;4;3;2;4;3;2;2;2;0;2;37,16
1375;9;35;1;2;0;3;3;9;3;2;2;2;1;1;46,1
1376;5;35;2;3;2;2;2;3;3;2;2;2;0;2;54,85
1377;9;38;2;1;0;2;3;5;2;2;2;2;1;2;66,64
1378;9;42;2;3;0;3;2;2;5;3;3;4;2;2;32,64
1379;4;59;2;4;0;4;4;5;7;3;3;4;3;2;22,61
1380;8;36;1;1;1;2;5;4;2;2;2;2;1;1;80,89
1381;4;28;2;1;2;2;2;5;2;2;1;2;1;2;57,19
1382;9;46;2;2;0;3;3;5;3;2;2;3;2;2;55,31
1383;8;47;1;1;0;3;3;3;4;2;2;4;1;1;29,35
1384;6;47;2;3;0;4;3;6;6;3;3;4;3;2;32,43
1385;2;39;1;1;0;3;2;8;3;3;2;3;1;2;64,88
1386;8;55;1;4;0;3;4;2;7;3;4;4;3;2;8,58
1387;8;35;1;1;0;3;3;4;3;2;2;3;0;2;58,94
1388;9;40;2;3;0;3;2;7;3;3;3;2;1;2;49,42
1389;7;53;2;3;0;3;3;4;5;3;3;3;1;1;36,07
1390;5;45;2;1;2;3;3;6;3;2;2;3;1;2;66,39
1391;10;55;1;3;1;3;2;2;6;3;3;4;2;2;18,17
1392;7;35;2;1;0;2;1;3;3;3;2;3;0;1;70,26
1393;8;30;2;1;0;2;3;3;3;2;2;1;1;2;55,91
1394;2;48;2;3;0;3;3;8;4;3;3;4;1;1;23,51
1395;4;33;1;1;4;3;1;2;2;2;2;2;0;2;54,55
1396;8;36;2;2;0;2;2;5;3;2;2;2;0;2;36
1397;5;23;2;1;0;2;4;4;2;2;2;2;0;2;96,6
1398;6;19;2;1;0;0;3;3;2;1;1;1;0;2;106,39
1399;5;51;2;3;2;3;4;6;5;3;3;2;3;2;46,77
1400;2;34;1;2;0;3;3;4;3;2;2;3;0;2;53,05
1401;9;38;2;3;0;3;3;6;4;2;3;2;2;1;43,34
1402;2;32;2;2;0;2;3;1;3;2;2;2;0;1;55,88
1403;4;61;1;4;0;4;4;4;7;3;4;3;3;2;0
1404;7;35;2;1;4;2;3;3;2;2;2;1;0;2;91,43
1405;3;22;2;1;0;0;7;0;2;1;1;1;0;2;106,81
1406;5;55;2;3;0;3;4;4;6;3;3;4;1;1;27,64
1407;8;37;2;1;0;2;7;0;2;2;2;2;0;2;70,22
1408;2;57;1;3;0;3;3;5;3;3;3;3;2;2;27,38
1409;8;41;2;1;1;3;5;4;3;2;2;2;0;2;61,34
1410;9;44;2;1;0;2;2;6;3;2;2;2;1;2;62,26
1411;8;34;2;1;1;2;2;1;2;2;2;2;1;2;77,79
1412;5;25;1;1;2;1;1;7;2;1;1;1;0;2;92,86
1413;7;48;2;3;1;3;6;4;5;2;3;3;1;1;25,86
1414;9;21;2;1;0;0;6;0;2;1;1;1;0;2;104,14
1415;9;60;2;3;2;4;4;1;7;3;4;5;3;2;16,07
1416;3;43;1;3;0;3;1;4;4;2;2;2;1;2;37,64
1417;3;47;2;3;1;4;3;0;6;3;4;4;2;2;28,96
1418;4;37;2;2;0;3;6;4;3;3;3;2;1;2;42,1
1419;7;64;2;4;0;4;4;6;7;3;4;5;3;2;8,11
1420;4;34;2;1;0;3;3;4;3;2;2;2;0;2;31,51
1421;4;38;2;1;0;1;7;0;2;2;2;1;0;2;95,88
1422;8;31;2;1;0;2;6;7;3;2;2;2;1;2;88,13
1423;10;35;2;1;0;3;5;8;3;2;2;2;0;2;71,63
1424;6;40;2;3;0;3;2;2;5;3;3;3;2;1;26,39
1425;7;20;1;1;1;0;4;3;2;1;1;1;0;2;86,24
1426;6;39;2;3;0;3;2;1;3;2;2;2;0;2;47,73
1427;2;42;2;3;0;3;3;4;4;3;3;3;1;2;30,75
1428;5;40;1;3;0;3;3;2;4;3;3;2;1;2;35,87
1429;2;35;2;1;0;2;3;5;3;2;2;3;1;2;58,25
1430;2;41;2;1;0;3;3;5;3;3;2;2;1;2;48,59
1431;9;32;2;1;0;3;0;0;3;2;2;2;1;2;54,28
1432;6;49;1;3;0;2;3;3;4;3;2;3;1;2;36,76
1433;6;35;1;3;4;3;3;5;3;3;2;2;1;2;28,62
1434;5;46;1;2;0;3;3;1;3;2;2;3;0;1;34,06
1435;5;55;1;4;2;4;4;7;7;3;4;4;3;2;0
1436;5;32;1;1;0;2;7;0;2;2;2;2;0;2;94,82
1437;4;44;1;3;0;3;3;0;5;3;3;3;1;2;32,01
1438;8;34;2;2;0;3;6;6;4;2;2;2;1;2;27,24
1439;7;55;1;4;0;4;4;6;7;3;4;5;2;2;10,55
1440;2;36;2;3;0;3;1;4;5;3;3;4;1;2;28,4
1441;4;22;1;1;3;1;3;4;2;2;2;1;0;2;90,11
1442;8;29;1;1;1;1;6;2;2;1;2;1;0;2;97,58
1443;7;43;2;3;0;3;6;4;3;2;3;3;1;2;52,82
1444;4;38;2;3;0;3;6;3;3;3;2;2;1;1;55,11
1445;8;42;1;1;3;2;1;1;3;2;2;2;0;2;40,28
1446;5;41;1;3;0;3;2;3;4;3;3;2;1;2;43,74
1447;6;54;2;4;0;4;4;5;7;3;4;5;3;2;21,68
1448;7;32;1;3;2;3;0;2;3;2;2;3;1;2;63,97
1449;7;47;2;3;0;3;2;2;4;2;3;3;1;2;69,53
1450;2;40;2;3;0;3;2;7;4;2;2;2;1;2;43,15
1451;9;55;2;3;0;3;2;8;5;3;3;3;1;2;43,59
1452;7;42;1;3;1;3;3;7;3;3;2;2;1;1;54,68
1453;4;44;1;3;0;3;0;8;4;3;2;2;1;2;49,39
1454;5;29;1;1;1;3;3;6;3;2;2;2;0;2;62,93
1455;5;36;1;1;3;2;7;0;2;1;2;1;0;2;67,96
1456;8;56;1;4;0;4;4;9;7;3;4;5;2;2;7,67
1457;7;25;2;1;0;0;2;6;2;1;1;1;0;2;103,91
1458;7;44;2;1;0;3;3;9;3;2;2;2;1;2;29,05
1459;2;34;1;1;0;2;6;6;2;2;2;1;0;2;85,65
1460;10;53;1;3;0;4;6;0;5;3;2;4;1;2;30,21
1461;5;27;2;1;3;1;6;4;2;2;2;1;0;2;74,68
1462;7;47;2;1;0;3;3;6;4;2;2;2;1;2;39,19
1463;10;44;2;2;0;4;3;6;4;2;2;2;1;2;53,65
1464;5;45;2;3;2;3;2;4;4;2;2;4;1;2;35,97
1465;8;41;2;1;0;3;2;9;3;2;2;1;0;1;49,5
1466;7;36;2;1;1;2;2;4;2;2;2;2;0;2;57,11
1467;10;45;1;1;1;3;1;7;3;3;2;2;1;2;53,96
1468;5;30;2;1;1;2;3;3;2;2;2;2;0;1;73,32
1469;8;50;2;3;0;3;6;4;4;2;2;2;1;2;66,8
1470;6;34;1;1;2;2;2;3;3;2;2;2;1;2;49,04
1471;9;43;1;3;1;3;5;2;4;3;3;3;1;2;37,68
1472;4;31;1;3;0;3;2;5;3;3;2;3;1;2;33,18
1473;8;49;1;1;1;3;6;5;5;3;3;4;2;2;20,81
1474;5;36;1;3;0;2;6;8;3;2;2;2;1;2;55,86
1475;7;39;2;3;0;3;3;5;3;2;2;3;1;2;41,66
1476;5;39;2;3;2;3;4;3;4;2;2;2;1;1;33,31
1477;6;44;2;1;1;3;5;6;4;3;2;3;1;2;30,98
1478;10;27;2;1;0;2;6;9;2;1;2;2;1;2;81,22
1479;2;38;2;3;1;3;4;2;4;3;2;2;1;2;29,41
1480;9;28;1;1;1;1;5;4;2;1;1;1;0;2;108,55
1481;8;41;2;1;0;2;3;2;3;2;2;2;1;2;29,57
1482;3;32;1;2;0;1;6;6;2;2;2;2;0;1;60,94
1483;4;39;2;2;0;3;3;6;3;2;2;2;1;2;53,57
1484;4;42;2;2;0;3;3;4;3;3;2;2;1;2;64,17
1485;8;30;1;1;0;2;3;9;3;2;2;3;0;1;49,52
1486;5;43;2;2;0;3;3;3;4;3;2;3;1;2;53,82
1487;4;25;2;1;1;0;5;0;2;1;1;1;0;2;93,07
1488;4;48;1;3;0;3;3;3;5;3;3;3;2;2;39,14
1489;8;24;2;1;0;2;1;8;2;2;2;2;1;2;94,43
1490;7;44;2;4;0;3;3;2;5;3;3;3;1;2;11,12
1491;5;46;2;3;0;3;1;9;4;3;3;2;1;2;34,2
1492;10;48;2;2;2;3;3;5;4;2;3;2;2;2;31,16
1493;3;50;2;4;0;3;2;9;6;3;3;4;3;2;8,86
1494;10;53;1;1;1;3;5;8;4;2;2;2;1;2;27,52
1495;8;29;2;1;1;2;2;5;2;1;2;1;0;2;101,59
1496;7;53;2;1;1;3;6;7;4;3;3;3;1;2;44,53
1497;5;30;2;1;2;2;0;4;2;2;2;2;0;2;70,69
1498;3;28;1;2;0;1;2;8;2;2;2;2;0;2;66,66
1499;9;31;1;1;0;2;7;0;2;1;1;2;0;1;88,66
1500;4;48;2;3;0;3;3;3;5;3;2;3;1;1;48,29
1501;5;43;1;3;0;4;4;5;6;3;3;4;2;2;16,89
1502;9;55;1;3;3;3;6;6;6;3;4;4;3;2;25
1503;9;53;2;2;0;3;3;7;5;2;3;3;1;2;35,92
1504;10;36;2;3;1;3;2;2;4;3;2;3;1;2;30,13
1505;2;29;2;1;0;2;2;7;2;1;1;1;0;2;89,8
1506;9;41;2;1;0;2;5;1;3;2;3;2;1;2;51,63
1507;2;23;2;1;0;0;7;0;2;2;2;1;0;2;77,44
1508;4;22;1;1;0;2;4;9;2;1;2;1;0;1;100,47
1509;9;41;2;1;0;3;3;4;5;3;3;3;1;2;13,49
1510;6;39;2;1;0;2;3;2;3;2;2;2;1;1;48,04
1511;2;46;2;3;0;4;3;4;6;3;3;3;1;2;24,9
1512;9;29;2;1;1;2;2;8;2;2;2;2;1;2;81,12
1513;9;39;1;3;0;2;2;2;3;2;2;2;1;1;49,31
1514;9;36;2;3;2;2;6;3;3;2;2;2;0;1;70,78
1515;7;23;2;1;0;2;2;9;2;1;2;2;0;2;69,5
1516;9;40;1;3;0;3;3;6;3;2;2;2;1;2;18,05
1517;8;46;1;2;0;3;6;9;4;3;2;3;1;1;32,72
1518;4;25;2;1;0;0;6;6;2;1;1;1;0;2;114,81
1519;4;36;2;2;2;3;3;1;3;2;2;3;0;2;44,48
1520;9;53;1;4;1;3;1;7;5;3;3;3;1;2;39,61
1521;8;61;2;4;1;4;4;6;7;3;4;5;3;2;8,64
1522;7;37;2;1;0;2;4;5;3;2;2;2;1;1;56,82
1523;9;30;1;1;2;1;3;9;2;2;2;1;0;2;96,92
1524;8;48;2;3;0;4;3;7;6;3;3;4;1;2;14,08
1525;9;36;2;3;1;2;4;7;3;2;2;2;1;2;32,97
1526;8;50;1;3;1;3;3;6;5;3;4;4;2;2;47,83
1527;5;39;1;3;2;4;2;8;4;3;2;2;1;2;35,3
1528;9;31;1;1;0;3;2;2;2;2;2;1;0;2;56,4
1529;9;38;1;1;0;2;2;8;3;2;2;2;1;2;81,85
1530;8;61;2;3;0;4;4;1;7;3;4;5;3;1;17,64
1531;4;36;2;1;1;3;2;2;3;2;2;3;1;2;70,45
1532;7;42;2;3;2;3;6;6;4;3;2;2;1;2;41,32
1533;3;31;1;1;0;2;4;2;3;2;2;2;1;1;61,49
1534;2;32;1;1;0;1;5;2;2;1;1;1;0;2;89,68
1535;4;31;2;1;1;3;3;4;2;2;2;2;1;2;73,97
1536;6;34;1;1;0;3;2;7;3;2;3;2;1;2;54,67
1537;10;54;1;4;2;4;6;1;6;3;4;4;2;2;10,74
1538;2;24;2;1;3;0;2;4;2;1;1;1;0;1;98,7
1539;10;38;2;1;0;2;5;6;3;2;2;2;1;1;62,39
1540;2;22;2;1;2;0;7;0;2;1;1;1;0;2;107,32
1541;10;25;2;1;1;0;7;0;2;1;1;1;0;2;105,51
1542;6;27;1;1;0;2;7;0;2;1;1;2;0;1;104,54
1543;5;33;2;2;0;2;4;2;3;2;2;2;1;2;62,07
1544;10;32;1;1;0;2;3;9;3;2;2;2;1;2;47,14
1545;9;52;2;3;0;3;3;4;5;3;2;4;1;2;24,77
1546;8;45;2;1;0;3;2;0;3;2;2;2;1;2;42,14
1547;8;37;1;3;0;2;3;8;3;2;2;2;1;2;43,17
1548;5;30;1;1;0;1;2;2;2;1;2;2;0;2;119,01
1549;7;30;1;1;0;1;6;8;2;2;1;1;0;2;114,38
1550;9;42;2;1;1;2;2;7;3;2;2;2;0;2;90,43
1551;4;55;2;3;2;3;3;2;5;3;3;3;1;2;11,31
1552;7;49;2;3;0;4;4;6;7;3;4;5;3;2;12,08
1553;3;51;1;4;2;3;2;1;6;3;3;3;2;2;19,08
1554;5;33;2;1;4;2;2;9;2;2;2;2;0;2;105,97
1555;5;33;2;1;0;3;2;5;3;1;2;2;1;2;91,76
1556;4;34;1;1;0;2;7;0;2;2;2;2;0;2;77,35
1557;2;43;2;3;0;3;3;8;4;3;2;2;1;2;32,86
1558;10;37;1;3;1;3;6;4;4;2;3;2;1;2;71,25
1559;10;39;1;2;4;3;5;6;3;2;3;2;1;2;61,38
1560;7;43;2;2;0;4;2;8;4;2;2;3;1;2;26,2
1561;5;36;2;2;0;3;3;5;4;3;2;3;1;2;42,88
1562;9;30;2;1;0;2;3;1;2;1;1;1;0;1;96,39
1563;5;42;2;1;0;3;3;9;4;3;3;2;1;2;29,27
1564;9;51;2;3;1;3;2;5;5;3;3;2;2;2;32,69
1565;5;42;2;1;0;3;6;6;3;3;2;3;1;2;61,41
1566;5;51;2;3;0;3;4;7;5;3;3;3;2;2;33,64
1567;5;59;2;3;0;3;2;0;6;3;3;4;3;1;18,61
1568;4;58;2;4;2;4;4;9;7;3;4;5;2;2;0
1569;8;43;2;1;2;2;1;3;4;2;2;3;1;1;47,25
1570;4;38;1;3;0;3;1;0;4;2;3;3;1;2;25,39
1571;6;54;2;4;4;4;3;2;6;3;3;3;1;2;22,28
1572;7;50;2;1;0;3;5;8;4;2;2;2;1;2;35,95
1573;4;60;2;4;0;4;3;1;6;3;4;4;2;2;25,47
1574;5;30;1;1;0;2;6;5;2;2;2;2;0;2;65,66
1575;10;45;2;3;0;4;6;6;6;3;4;5;3;2;23,44
1576;10;26;2;1;1;1;3;2;2;1;2;2;0;2;92,07
1577;6;35;1;1;0;3;4;5;3;2;2;2;1;2;74,24
1578;2;60;2;4;1;4;4;5;7;3;4;4;2;2;22,74
1579;2;50;2;3;0;3;2;8;4;3;2;2;1;2;29,99
1580;2;35;2;1;0;2;6;6;3;2;2;2;1;2;62,41
1581;5;42;1;1;0;2;3;2;2;2;2;2;0;1;83,59
1582;9;21;2;1;1;1;4;2;2;2;1;2;0;2;93,67
1583;8;51;2;3;0;3;2;9;5;3;4;3;1;2;29,53
1584;2;40;1;3;0;3;0;8;4;3;2;3;1;1;54,16
1585;4;40;2;1;2;2;6;4;3;2;2;2;1;2;47,52
1586;8;37;2;2;2;3;1;3;3;2;2;2;1;1;48,62
1587;6;49;1;4;0;4;4;9;7;3;4;5;3;2;7,16
1588;7;38;2;2;1;3;3;8;3;2;2;2;1;2;62,26
1589;7;35;2;2;1;3;3;4;3;2;3;3;1;2;57,09
1590;8;40;1;2;0;3;1;8;3;2;2;2;0;2;71,07
1591;7;37;2;3;0;2;3;5;3;2;2;3;1;2;39,23
1592;2;60;2;4;0;4;4;8;7;3;3;5;2;2;7,27
1593;9;39;1;2;0;2;1;6;3;2;3;2;0;2;37,29
1594;5;44;2;3;0;3;3;1;4;3;2;3;1;2;41,52
1595;2;21;2;1;0;1;3;5;2;1;2;1;0;2;97,72
1596;5;40;2;2;2;2;3;5;3;2;3;2;1;2;54,13
1597;6;30;2;1;0;2;7;0;2;2;2;2;0;2;65,41
1598;2;24;2;1;1;2;1;2;2;1;2;2;0;2;73,18
1599;6;33;1;3;3;2;3;6;3;2;2;2;1;2;52,65
1600;8;44;1;3;0;4;6;8;5;2;2;2;3;2;42,32
1601;9;27;2;1;0;0;1;4;2;1;2;2;0;2;85,53
1602;7;40;2;3;0;3;4;6;3;2;2;2;1;1;44,37
1603;6;43;2;2;0;3;5;3;3;2;2;2;1;2;71,15
1604;4;42;2;3;0;3;3;4;5;3;3;4;1;2;34,33
1605;7;35;2;1;0;1;5;4;2;2;2;2;0;1;78,74
1606;3;53;1;1;0;3;3;1;5;3;2;3;2;2;30,86
1607;3;29;2;1;0;2;5;4;2;2;2;1;1;1;88,98
1608;7;42;1;2;0;3;6;1;3;2;2;2;0;2;67,31
1609;7;54;1;3;0;3;3;4;5;3;3;3;2;2;42,24
1610;2;55;2;3;0;3;5;2;5;3;2;4;2;2;31,88
1611;8;34;2;1;4;2;1;7;2;2;2;2;0;2;64,74
1612;9;26;1;1;0;3;4;8;2;2;2;1;0;2;76,06
